NUMBER	NAME	KINGDOM	PHYLUM	SUBPHYLUM	CLADE	SUBCLADE	ORDER	SUBORDER	FAMILY	IMAGES	TEXT	
066	MEDUSOZOA	CNIDARIA	MEDUSOZOA								Cnidarians with a medusa stage in their life cycle constitute the taxon of Medusozoa. The basic life cycle, beginning with the adult, is: medusa—> planula—»polyp—» medusa. Medusozoans have tetramerous symmetry, based on four or multiples of four, and a linear mitochondrial DNA molecule, rather than the circular form found in Anthozoa and all other animals. Cnidae are present as nematocysts only; spirocysts and ptychocysts are absent. Medusozoa includes two major taxa, Scyphozoa (large jellies) and Flydrozoa (small jellies, Hydra, hydroids, and relatives). We begin with the large, conspicuous scyphozoans.	
067	SCYPHOZOA	CNIDARIA	MEDUSOZOA	SCYPHOZOA							The exclusively marine Scyphozoa includes the box jellies, stalked jellies, flag-mouth jellies, and root-mouth jellies. The taxon, which consists of only 200 species, is best known for its large medusae, which are seen washed ashore on beaches, adrift in nearshore currents, or pulsating rhythmically near the water’s surface. Because the medusae are conspicuous and common, references to “jellyfish” most often apply to these animals.	
068	SEMAEOSTOMEAE	CNIDARIA	MEDUSOZOA	SCYPHOZOA		SEMAEOSTOMEAE					The flag-mouth jellies are large medusae 10-30 cm in diameter (but can be up to 2m wide),in which the manubrium is elongate and divided into four oral arms.	
069	RHIZOSTOMEAE	CNIDARIA	MEDUSOZOA	SCYPHOZOA		RHIZOSTOMEAE					80 species, the most diverse scyphozoan taxon, includes Cassiopeia xamachana (upside-downjelly), Stomolophus meleagns (cannonball jelly, cabbage-head, jellyball), Rhizostoma octopus (cauliflower jelly).	
070	CUBOMEDUSAE	CNIDARIA	MEDUSOZOA	SCYPHOZOA		CUBOMEDUSAE					Box jellies: distinctive cubic bell, colorless transparent body, and highly venomous nematocysts; admired for their beauty and feared for their stings.	
071	CORONATAE	CNIDARIA	MEDUSOZOA	SCYPHOZOA		CORONATAE					35 species; mostly deepwater, few in shallow tropical seas; Linuche unguiculata (thimblejelly): common, in shallow water, zooxanthellate; Periphylla periphylla.	
072	STAUROMEDUSAE	CNIDARIA	MEDUSOZOA	SCYPHOZOA		STAUROMEDUSAE					25 species; sessile, attached, resemble sundew plants; often called “stalked jellies” because medusoid body attaches to sub-stratum by an aboral stalk; anatomy and development indicate adult is an overgrown polyp whose oral end is partially differentiated into a medusa.	
073	HYDROZOA	CNIDARIA	MEDUSOZOA	HYDROZOA							With some 3000 species, the diverse Hydrozoa is made up of chiefly colonial medusozoans in which the life cycle may include polyps, medusae, or both. Hydrozoans are the only cnidarians to form colonies combining both polyp-zooids and medusa-zooids. Colonial species include the sea weed like hydroids, the pelagic Portuguese man-of-war, and reef-building fire and rose corals.	
074	ANTHOATHECATAE	CNIDARIA	MEDUSOZOA	HYDROZOA		A-FORMS		ANTHOATHECATAE			Mostly colonial A-form hydroids; divided into two groups: Capitata and Filifera, based on structure of tentacles.	
075	CAPITATA	CNIDARIA	MEDUSOZOA	HYDROZOA		A-FORMS		CAPITATA			Polyp tentacles capitate, or terminate in knoblike swellings, with high nematocyte concentration.	
076	FILIFERA	CNIDARIA	MEDUSOZOA	HYDROZOA		A-FORMS		FILIFERA			Filiform tentacles lacking terminal knobs: Bougainvillea, Clava, Eudendrium, Turritopsis. Snail fur, Hydractinia spp.	
077	SIPHONOPHORA	CNIDARIA	MEDUSOZOA	HYDROZOA		A-FORMS		SIPHONOPHORA			Depending on their form, the pelagic siphonophores, with their trailing clusters of transparent zooids, resemble strings of diamonds or crystal chandeliers cruising through inners space.	
078	CYSTONECTIDA	CNIDARIA	MEDUSOZOA	HYDROZOA		A-FORMS		CYSTONECTIDA			Medusa zooids absent, except for gonophores and perhaps “jelly polyps” of Physalia, which may be modified nectophores.	
079	PHYSONECTIDA	CNIDARIA	MEDUSOZOA	HYDROZOA		A-FORMS		PHYSONECTIDA			Physonects, such as Nanomia bijuga and Physophora hydrostatica, often have long stems (up to 3 m in Apolemiauvaria), a pneumatophore, and nectophores.	
080	CALYCOPHORIDA	CNIDARIA	MEDUSOZOA	HYDROZOA		A-FORMS		CALYCOPHORIDA			Calycophores, such as Muggiaea ,and Diphyes, lack a pneumatophore and the leading end of the colony bears one (in Muggiaea), two (in Diphyes), or more rocket-shaped nectophores.	
081	LEPTOTHEATAE	CNIDARIA	MEDUSOZOA	HYDROZOA		L-FORMS		LEPTOTHEATAE			L-form hydroids; represented by Obelia, Orthopyxis, both with smooth-rimmed, wineglass-shaped theca.	
082	LIMNOMEDUSAE	CNIDARIA	MEDUSOZOA	HYDROZOA		L-FORMS		LIMNOMEDUSAE			Life cycle with both polyp and medusa; shallow, cup-shaped medusa is dominant stage; inconspicuous polyp athecate, usually solitary, lacks periderm and sometimes tentacles.	
083	TRACHYLINA	CNIDARIA	MEDUSOZOA	HYDROZOA		L-FORMS		TRACHYLINA			115 species; life cycle devoid of polyp stage, medusae only; when present, statocysts borne on stalks, statoliths originate from endoderm; most species open-water marine, occur at various depths from surface to deep sea.	
084	TRACYMEDUSAE	CNIDARIA	MEDUSOZOA	HYDROZOA		L-FORMS		TRACYMEDUSAE			Medusae tall or hemispherical with well-developed velum, usually many solid marginal tentacles, club-shaped statocysts, gonads on radial canals.	
085	NARCOMEDUSAE	CNIDARIA	MEDUSOZOA	HYDROZOA		L-FORMS		NARCOMEDUSAE			Medusae relatively flat with thin, lobed margin; central part of the bell thick and lenslike, whorl of thick, solid tentacles usually on exumbrellar surface; tentacles held stiffly, often above bell rim.	
086	ACTINULIDA	CNIDARIA	MEDUSOZOA	HYDROZOA		L-FORMS		ACTINULIDA			Adults tiny medusoid animals adapted for life in seawater-filled, interstitial spaces between sand grains.	
087	CYDIPPIDA	CTENOPHORA	CYDIPPIDA								Planktonic spherical or oval ctenophores; few species compressed; well-developed tentacles and tentacle sheaths; interplate ciliary grooves absent.	
088	PLATYCTENIDA	CTENOPHORA	PLATYCTENIDA								The odd ducks among ctenophores. Unlike other comb jellies, the flattened, benthic platyctenids resemble some flatworms and sea slugs. Comb rows absent (one exception); two well-developed, tentilla-bearing tentacles capture prey.	
089	LOBATA	CTENOPHORA	LOBATA								Common planktonic comb jellies; two expanded muscular oral lobes flank mouth and tentacles, creating a “subumbrellar” cavity; from base of each reduced tentacle, two auricular grooves, bearing tentilla, extend over subumbrellar surface of each lobe.	
090	GANESHIDA	CTENOPHORA	GANESHIDA								Two known species of Ganescha: found in tropical seas, superficially resemble lobate juveniles. Mouth flanked by two small oral lobes, a pair of tentacles present, but body is more or less circular in cross section and not appreciably compressed.	
091	CESTIDA	CTENOPHORA	CESTIDA								Remarkable, tropical-subtropical, planktonic ctenophores with body a transparent colorless ribbon or cummerbund. Tentacular axis short and pharyngeal axis extremely long. Four subtentacular comb rows rudimentary; remaining four along aboral edge of ribbon.	
092	THALASSOCALYCIDA	CTENOPHORA	THALASSOCALYCIDA								Monotypic medusoid Thalassocalyce inconstans superficially resembles a hydromedusa, but larger, up to 15cm. Tentacular body axis short; short aboral comb rows; interplate ciliary grooves present.	
093	BEROIDA	CTENOPHORA	BEROIDA								Melon or miter jellies, up to 30 cm in length, all species of Bero'e and Neis. Lacking tentacles, often slighdy compressed, saclike body resembles a ski cap.	https://drive.google.com/file/d/1Q5aOuKqiiu66Vm52hsa8f7R5TyO-nK1v/view?usp=sharing
094	TURBELLARIA	PLATYHELMINTHES	TURBELLARIA								For many, the first contact with free-living flatworms is with planarians, those small, brownish, cross-eyed worms that live in freshwater streams under rocks. The lucky few who have explored a rocky seashore or a coral reef may have seen large, tissue-thin, stunningly colored marine flatworms that glide and shuffle over the substratum, conforming their bodies to every surface irregularity. Some fortunate others may have watched a sandy beach turn green as zoochlorellae-bearing turbellarians surfaced with the receding tide to expose themselves to the rays of the sun. These are the large, visible Turbellaria, or macroturbellaria, in the centimeter-size range.	
094	CATENULIDA	PLATYHELMINTHES	TURBELLARIA		CATENULIDA						Small body usually long and slender. Density of epidermal cilia low (two percell) as compared with remaining turbellarians. Head commonly has a statocyst (Catenula) with one statolith (uniquely behind brain), two ciliated pits, and often two colorless eyes.	
095	EUPLATYHELMINTHES	PLATYHELMINTHES	TURBELLARIA		EUPLATYHELMINTHES						Sister taxon of Catenulida, including all other turbellarians. High density of epidermal cilia; primitively with frontal glands.	
096	ACOELOMORPHA	PLATYHELMINTHES	TURBELLARIA		ACOELOMORPHA						Epidermal ciliary rootlets inteijoined to form skeletal network. Epidermal cilia have step or shelf near their truncated tips.	
097	NEMERTODERMATIDA	PLATYHELMINTHES	TURBELLARIA		NEMERTODERMATIDA						Small; resemble acoels, but have uniflagellate sperm, gut with lumen lined by cellular, nonciliated gastrodermis, statocyst with two statoliths. Marine. Nemertoderma.	
098	ACOELA	PLATYHELMINTHES	TURBELLARIA		ACOELA						Small, usually less than 2 mm in length. Statocyst with one statolith. Pharynx usually absent (zero pharynx); mouth opens into nonglandular central syncytium; cellular gut absent.	
099	RHABDITOPHORA	PLATYHELMINTHES	TURBELLARIA		RHABDITOPHORA						Sister taxon of Acoelomorpha. With rhabciites and duo-gland adhesive structures, piimitive with simple pharynx surrounded by nerve ring near mouth. Includes all remaining turbellarians.	
100	MACROSTOMORPHA	PLATYHELMINTHES	TURBELLARIA		MACROSTOMORPHA						Sister taxon of Trepaxonemata; includes Macrostomida and Haplopharyngida; paired lateral nerve cords joined behind mouth by a commissure.	
101	MACROSTOMIDA	PLATYHELMINTHES	TURBELLARIA		MACROSTOMIDA						Small; paired ocelli; simple, saclike ciliated gut; simple pharynx. One pair of ventrolateral nerve cords with nerve commissure behind mouth. Sperm lack flagella.	
102	HAPLOPHARYNGIDA	PLATYHELMINTHES	TURBELLARIA		HAPLOPHARYNGIDA						Small, similar to macrostomids, but with proboscis and temporary anus.	
103	TREPAXONEMATA	PLATYHELMINTHES	TURBELLARIA		TREPAXONEMATA						Sister taxon of Macrostomida plus Haplopharyngida (Macrostomorpha). With biflagellate sperm, the flagella of each with 9 + 1 axoneme.	
104	POLYCLADIDA	PLATYHELMINTHES	TURBELLARIA		POLYCLADIDA						Large (centimeter-size range; largest 30 cm), marine. More or less oval body highly flattened, tissue thin. Primarily benthic, but many species swim by undulating body margins.	
105	NEOOPHORA	PLATYHELMINTHES	TURBELLARIA		NEOOPHORA						Sister taxon of Polycladida. Flatworms (including parasitic platyhelminths) with heterocellular ovary. Ovary divided into two regions, egg-producing germarium (ovary) and yolk-cell- (vitellocyte-) producing vitellarium; ectolecithal “eggs” with some egg-capsule components contributed by glands associated with egg-laying duct.	
106	LECITHOEPITHELIATA	PLATYHELMINTHES	TURBELLARIA		LECITHOEPITHELIATA						Each egg surrounded by an epithelium-like monolayer of yolk cells. Germarium and vitellarium combined in a mixed germovitellarium. Mouth and complex pharynx are at anterior end of body; the gut is simple, unbranched.	
107	PROLECITHOPHORA	PLATYHELMINTHES	TURBELLARIA		PROLECITHOPHORA						Small; plicate or bulbous pharynx; simple gut, sometimes with ruffle dout line. Heterocellular ovary divided spatially into separate germarium and vitellarium.	
108	SERIATA	PLATYHELMINTHES	TURBELLARIA		SERIATA						Plicate pharynx an elongate tube in longitudinal body axis. Testes and vitellaria divided into follicles. Includes Proseriata, Tricladida.	
109	PROSERIATA	PLATYHELMINTHES	TURBELLARIA		PROSERIATA						Small; statocyst with one statolith. Pharynx plicate and tubular, but gut unbranched. Mostly marine, many interstitial.	
110	TRICLADIDA	PLATYHELMINTHES	TURBELLARIA		TRICLADIDA						Large; tubular gut branches into three parts—one anterior, two posterior. Each of three branches has ceca. Three main gut branches unite in mid body, anterior to mouth and pharynx, to form common chamber where pharynx and mouth are located.	
