NUMBER	NAME	KINGDOM	PHYLUM	SUBPHYLUM	CLADE	SUBCLADE	ORDER	SUBORDER	FAMILY	LEVEL	LEGENDA
071	PLATYCTENIDA	EUMETAZOA	CTENOPHORA	----------------------------	----------------------------	----------------------------	PLATYCTENIDA	----------------------------	----------------------------	ORDER	The odd ducks among ctenophores. Unlike other comb jellies, the flattened, benthic platyctenids resemble some flatworms and sea slugs. Comb rows absent (one exception); two well-developed, tentilla-bearing tentacles capture prey.
072	LOBATA	EUMETAZOA	CTENOPHORA	----------------------------	----------------------------	----------------------------	LOBATA	----------------------------	----------------------------	ORDER	Common planktonic comb jellies; two expanded muscular oral lobes flank mouth and tentacles, creating a “subumbrellar” cavity; from base of each reduced tentacle, two auricular grooves, bearing tentilla, extend over subumbrellar surface of each lobe.
073	GANESHIDA	EUMETAZOA	CTENOPHORA	----------------------------	----------------------------	----------------------------	GANESHIDA	----------------------------	----------------------------	ORDER	Two known species of Ganescha: found in tropical seas, superficially resemble lobate juveniles. Mouth flanked by two small oral lobes, a pair of tentacles present, but body is more or less circular in cross section and not appreciably compressed.
074	CESTIDA	EUMETAZOA	CTENOPHORA	----------------------------	----------------------------	----------------------------	CESTIDA	----------------------------	----------------------------	ORDER	Remarkable, tropical-subtropical, planktonic ctenophores with body a transparent colorless ribbon or cummerbund. Tentacular axis short and pharyngeal axis extremely long. Four subtentacular comb rows rudimentary; remaining four along aboral edge of ribbon.
075	THALASSOCALYCIDA	EUMETAZOA	CTENOPHORA	----------------------------	----------------------------	----------------------------	THALASSOCALYCIDA	----------------------------	----------------------------	ORDER	Monotypic medusoid Thalassocalyce inconstans superficially resembles a hydromedusa, but larger, up to 15cm. Tentacular body axis short; short aboral comb rows; interplate ciliary grooves present.
076	BEROIDA	EUMETAZOA	CTENOPHORA	----------------------------	----------------------------	----------------------------	BEROIDA	----------------------------	----------------------------	ORDER	Melon or miter jellies, up to 30 cm in length, all species of Bero'e and Neis. Lacking tentacles, often slighdy compressed, saclike body resembles a ski cap.
077	CATENULIDA	BILATERIA	PLATYHELMINTHES	----------------------------	TURBELLARIA	----------------------------	CATENULIDA	----------------------------	----------------------------	ORDER	Small body usually long and slender. Density of epidermal cilia low (two percell) as compared with remaining turbellarians. Head commonly has a statocyst (Catenula) with one statolith (uniquely behind brain), two ciliated pits, and often two colorless eyes. 
078	EUPLATYHELMINTHES	BILATERIA	PLATYHELMINTHES	----------------------------	TURBELLARIA	----------------------------	EUPLATYHELMINTHES	----------------------------	----------------------------	ORDER	Sister taxon of Catenulida, including all other turbellarians. High density of epidermal cilia; primitively with frontal glands.
079	NEMERTODERMATIDA	BILATERIA	PLATYHELMINTHES	----------------------------	TURBELLARIA	ACOELOMORPHA	NEMERTODERMATIDA	----------------------------	----------------------------	ORDER	Small; resemble acoels, but have uniflagellate sperm, gut with lumen lined by cellular, nonciliated gastrodermis, statocyst with two statoliths. Marine. Nemertoderma.
080	ACOELA	BILATERIA	PLATYHELMINTHES	----------------------------	TURBELLARIA	ACOELOMORPHA	ACOELA	----------------------------	----------------------------	ORDER	Small, usually less than 2 mm in length. Statocyst with one statolith. Pharynx usually absent (zero pharynx); mouth opens into nonglandular central syncytium; cellular gut absent.
081	RHABDITOPHORA	BILATERIA	PLATYHELMINTHES	----------------------------	TURBELLARIA	RHABDITOPHORA	----------------------------	----------------------------	----------------------------	SUBCLADE	Sister taxon of Acoelomorpha. With rhabciites and duo-gland adhesive structures, piimitive with simple pharynx surrounded by nerve ring near mouth. Includes all remaining turbellarians. 
082	MACROSTOMIDA	BILATERIA	PLATYHELMINTHES	----------------------------	TURBELLARIA	MACROSTOMORPHA	MACROSTOMIDA	----------------------------	----------------------------	ORDER	Small; paired ocelli; simple, saclike ciliated gut; simple pharynx. One pair of ventrolateral nerve cords with nerve commissure behind mouth. Sperm lack flagella.
083	HAPLOPHARYNGIDA	BILATERIA	PLATYHELMINTHES	----------------------------	TURBELLARIA	MACROSTOMORPHA	HAPLOPHARYNGIDA	----------------------------	----------------------------	ORDER	Small, similar to macrostomids, but with proboscis and temporary anus.
084	POLYCLADIDA	BILATERIA	PLATYHELMINTHES	----------------------------	TURBELLARIA	TREPAXONEMATA	POLYCLADIDA	----------------------------	----------------------------	ORDER	Large (centimeter-size range; largest 30 cm), marine. More or less oval body highly flattened, tissue thin. Primarily benthic, but many species swim by undulating body margins.
085	NEOOPHORA	BILATERIA	PLATYHELMINTHES	----------------------------	TURBELLARIA	TREPAXONEMATA	NEOOPHORA	----------------------------	----------------------------	ORDER	Sister taxon of Polycladida. Flatworms (including parasitic platyhelminths) with heterocellular ovary. Ovary divided into two regions, egg-producing germarium (ovary) and yolk-cell- (vitellocyte-) producing vitellarium; ectolecithal “eggs” with some egg-capsule components contributed by glands associated with egg-laying duct.
086	LECITHOEPITHEIIATA	BILATERIA	PLATYHELMINTHES	----------------------------	TURBELLARIA	TREPAXONEMATA	LECITHOEPITHEIIATA	----------------------------	----------------------------	ORDER	Each egg surrounded by an epithelium-like monolayer of yolk cells. Germarium and vitellarium combined in a mixed germovitellarium. Mouth and complex pharynx are at anterior end of body; the gut is simple, unbranched.
087	PROLECITHOPHORA	BILATERIA	PLATYHELMINTHES	----------------------------	TURBELLARIA	TREPAXONEMATA	PROLECITHOPHORA	----------------------------	----------------------------	ORDER	Small; plicate or bulbous pharynx; simple gut, sometimes with ruffle dout line. Heterocellular ovary divided spatially into separate germarium and vitellarium.
088	PROSERIATA	BILATERIA	PLATYHELMINTHES	----------------------------	TURBELLARIA	SERIATA	PROSERIATA	----------------------------	----------------------------	ORDER	Small; statocyst with one statolith. Pharynx plicate and tubular, but gut unbranched. Mostly marine, many interstitial. 
089	TRICLADIDA	BILATERIA	PLATYHELMINTHES	----------------------------	TURBELLARIA	SERIATA	TRICLADIDA	----------------------------	----------------------------	ORDER	Large; tubular gut branches into three parts—one anterior, two posterior. Each of three branches has ceca. Three main gut branches unite in mid body, anterior to mouth and pharynx, to form common chamber where pharynx and mouth are located.
090	TYPHLOPLANOIDA	BILATERIA	PLATYHELMINTHES	----------------------------	TURBELLARIA	SERIATA	RHABDOCOELA	TYPHLOPLANOIDA	----------------------------	SUBORDER	Mouth and bulbous pharynx near middle of body; pharyngeal axis dorsoventral, pharynx (dorsal view) resembles a doughnut. Kalyptorhynchia: mostly marine, interstitial species with anterior terminal proboscis.
091	DALYELLIOIDA	BILATERIA	PLATYHELMINTHES	----------------------------	TURBELLARIA	SERIATA	RHABDOCOELA	DALYELLIOIDA	----------------------------	SUBORDER	Marine and fresh water, some free-living (Dalyellia, Provortex), others commensal or parasitic on and in snails, clams, sea urchins, and sea cucumbers.
092	TEMONOCEPHALIDA	BILATERIA	PLATYHELMINTHES	----------------------------	TURBELLARIA	SERIATA	RHABDOCOELA	TEMONOCEPHALIDA	----------------------------	SUBORDER	Posterior ventral surface differentiated into adhesive disc, anterior margin bears fingerlike projections by which worm creeps leech like on its host.
093	DIGENEA	BILATERIA	PLATYHELMINTHES	NEODERMATA	TREMATODA	DIGENEA	----------------------------	----------------------------	----------------------------	SUBCLADE	Digeneans, known as flukes, are common endoparasites of all major vertebrate taxa: fishes, amphibians, reptiles, birds, and mammals. Some flukes cause debilitating disease in livestock and humans. With some 11,000 species, more than all other flatworms combined, digeneans are second in diversity only to the roundworms (Nematoda) among metazoan parasites. 
094	ASPIDOGASTREA	BILATERIA	PLATYHELMINTHES	NEODERMATA	TREMATODA	ASPIDOGASTREA	----------------------------	----------------------------	----------------------------	SUBCLADE	Aspidogastrea (or Aspidobothrea) is a small trematodetaxon with similarities to other parasitic flatworms, but more closely related to Digenea. The distinguishing trait is a huge adhesive organ, which is either a single, septate sucker covering the entire ventral surface or a longitudinal row of suckers.
095	MONOGENEA	BILATERIA	PLATYHELMINTHES	NEODERMATA	MONOGENEA	----------------------------	----------------------------	----------------------------	----------------------------	CLADE	The approximately 1100 species of monogeneans are chiefly host-specific ectoparasites, or occasionally endoparasites, of aquatic vertebrates, especially fishes, but amphibians and reptiles are also hosts. Because most attach to the skin of a fast-moving host, monogeneans are dorsoventrally flattened and have a large, posterior attachment organ, the haptor, that bears hooks and suckers, allowing the parasite to cling tenaciously to the host.
096	CESTODA	BILATERIA	PLATYHELMINTHES	NEODERMATA	CESTODA	----------------------------	----------------------------	----------------------------	----------------------------	CLADE	Cestoda is the most evolutionarily derived of the flatworm taxa, and all 3400 species are endoparasites of the gut of vertebrates. A gut is absent and the neodermis is highly specialized for nutrient uptake from the host. Most species of Cestoda occur in Eucestoda, which is described here.
097	ORTHONECTIDA	BILATERIA	ORTHONECTIDA	----------------------------	----------------------------	----------------------------	----------------------------	----------------------------	----------------------------	PHYLUM	The 20-some species of orthonectids are endoparasites of turbellarians, nemerteans, polychaetes, gastropod and bivalve molluscs, brittle stars, and tunicates. The tiny adults, less than 1mm in length bear a series of epidermal ciliary rings that encircle the body. These rings alternate with rings of nonciliated cells in a species-specific fashion. The ciliary rootlets of adjacent cilia are interjoined in an intracellular network. A thin cuticle covers the body. Below the cuticle and epidermis are an extra cellular matrix and myocytes containing very thick, longitudinally oriented filaments composed of the protein paramyosin. Internal to the muscle sheath is a mass of gametes, either sperm or eggs. 
098	DICYEMIDA	BILATERIA	DICYEMIDA	----------------------------	----------------------------	----------------------------	----------------------------	----------------------------	----------------------------	PHYLUM	The 75 species of dicyemids are delicate, slender worms that parasitise the kidneys of octopuses and cuttlefishes, but usually not squids. They occur, typically in high densities, in the renal sac and pericardial cavity, both of which are urine-containing compartments. One end of the parasite attaches to the nephridium’s absorptive lining while the body endocytoses low-molecular-weight nutrients from the primary urine. It thus competes with the reabsorptive epithelium of the nephridium (and host). 
